id,identity_to_query
hCoV_19England2009605152020_EPI_ISL_414009_2020_02_25,1.000
hCoV_19England2009900022020_EPI_ISL_414522_2020_02_28,1.000
hCoV_19England2009900062020_EPI_ISL_414011_2020_02_26,1.000
hCoV_19England2009907242020_EPI_ISL_414006_2020_02_28,1.000
hCoV_19England2009907252020_EPI_ISL_414007_2020_02_28,1.000
hCoV_19England200990791062020_EPI_ISL_415130_2020_03_01,1.000
hCoV_19England2010000032020_EPI_ISL_414013_2020_03_01,1.000
hCoV_19England201001221062020_EPI_ISL_415142_2020_03_02,1.000
hCoV_19England201001221072020_EPI_ISL_415143_2020_03_02,1.000
hCoV_19England201020685022020_EPI_ISL_417213_2020_03_01,1.000
hCoV_19England201021121022020_EPI_ISL_417218_2020_03_02,1.000
hCoV_19England201021153032020_EPI_ISL_417219_2020_03_01,1.000
hCoV_19England201060033032020_EPI_ISL_417239_2020_03_03,1.000
hCoV_19England201061459032020_EPI_ISL_417246_2020_03_03,1.000
hCoV_19England201080066032020_EPI_ISL_417253_2020_03_03,1.000
hCoV_19England201090393062020_EPI_ISL_417262_2020_03_06,1.000
hCoV_19England201090501062020_EPI_ISL_417263_2020_03_06,1.000
hCoV_19England201090503062020_EPI_ISL_417264_2020_03_04,1.000
hCoV_19England201090507062020_EPI_ISL_417268_2020_03_05,1.000
hCoV_19England201090525062020_EPI_ISL_417276_2020_03_07,1.000
hCoV_19England201090548062020_EPI_ISL_417280_2020_03_07,1.000
hCoV_19England201090564062020_EPI_ISL_417281_2020_03_06,1.000
hCoV_19England201090569062020_EPI_ISL_417282_2020_03_05,1.000
hCoV_19England201090589062020_EPI_ISL_417283_2020_03_06,1.000
hCoV_19England201090601062020_EPI_ISL_417284_2020_03_07,1.000
hCoV_19England201090936062020_EPI_ISL_417285_2020_03_06,1.000
hCoV_19England201090937062020_EPI_ISL_417286_2020_03_05,1.000
hCoV_19England201090939062020_EPI_ISL_417288_2020_03_05,1.000
hCoV_19England201090940062020_EPI_ISL_417289_2020_03_06,1.000
hCoV_19England201090941062020_EPI_ISL_417290_2020_03_06,1.000
hCoV_19England201090989062020_EPI_ISL_417296_2020_03_06,1.000
hCoV_19England201100050062020_EPI_ISL_417305_2020_03_08,1.000
hCoV_19England201100151062020_EPI_ISL_417306_2020_03_08,1.000
hCoV_19England201100593062020_EPI_ISL_417312_2020_03_08,1.000
hCoV_19England201100975062020_EPI_ISL_417313_2020_03_08,1.000
hCoV_19England201160229022020_EPI_ISL_418669_2020_03_11,1.000
hCoV_19England201160256032020_EPI_ISL_418670_2020_03_11,1.000
hCoV_19England201180446062020_EPI_ISL_417315_2020_03_13,1.000
hCoV_19England201200021022020_EPI_ISL_418672_2020_03_15,1.000
hCoV_19England201220731022020_EPI_ISL_418675_2020_03_16,1.000
hCoV_19England201220746022020_EPI_ISL_418676_2020_03_10,1.000
hCoV_19England201220877022020_EPI_ISL_418677_2020_03_15,1.000
hCoV_19England201220881022020_EPI_ISL_418678_2020_03_16,1.000
hCoV_19England201221192022020_EPI_ISL_418679_2020_03_17,1.000
hCoV_19England201221193022020_EPI_ISL_418680_2020_03_17,1.000
hCoV_19England201240020022020_EPI_ISL_418687_2020_03_17,1.000
hCoV_19England201240039022020_EPI_ISL_418691_2020_03_17,1.000
hCoV_19England201240043022020_EPI_ISL_418692_2020_03_17,1.000
hCoV_19England201240096022020_EPI_ISL_418696_2020_03_18,1.000
hCoV_19England201240129022020_EPI_ISL_418699_2020_03_18,1.000
hCoV_19England201240132022020_EPI_ISL_418700_2020_03_17,1.000
hCoV_19England201240228022020_EPI_ISL_418705_2020_03_17,1.000
hCoV_19England201240298022020_EPI_ISL_418706_2020_03_17,1.000
hCoV_19England201240300032020_EPI_ISL_418707_2020_03_17,1.000
hCoV_19England201240362022020_EPI_ISL_418717_2020_03_17,1.000
hCoV_19England201240369022020_EPI_ISL_418718_2020_03_18,1.000
hCoV_19England201240869022020_EPI_ISL_418724_2020_03_18,1.000
hCoV_19England201240957022020_EPI_ISL_418730_2020_03_18,1.000
hCoV_19England201241013022020_EPI_ISL_418741_2020_03_18,1.000
hCoV_19England201260038022020_EPI_ISL_418743_2020_03_17,1.000
hCoV_19England201260065022020_EPI_ISL_418747_2020_03_19,1.000
hCoV_19England201260112022020_EPI_ISL_418754_2020_03_17,1.000
hCoV_19England201260355022020_EPI_ISL_418764_2020_03_18,1.000
hCoV_19EnglandSHEF_BFCEE2020_EPI_ISL_416733_2020_03_07,1.000
hCoV_19EnglandSHEF_BFD362020_EPI_ISL_416738_2020_03_09,1.000
hCoV_19EnglandSHEF_BFD542020_EPI_ISL_416740_2020_03_03,1.000
hCoV_19EnglandSHEF_BFE9D2020_EPI_ISL_418302_2020_03_24,1.000
hCoV_19EnglandSHEF_BFEAC2020_EPI_ISL_418303_2020_03_25,1.000
hCoV_19EnglandSHEF_BFF032020_EPI_ISL_418307_2020_03_24,1.000
hCoV_19EnglandSHEF_BFF212020_EPI_ISL_418309_2020_03_25,1.000
hCoV_19EnglandSHEF_BFFD62020_EPI_ISL_418320_2020_03_25,1.000
hCoV_19EnglandSheff012020_EPI_ISL_414500_2020_03_04,1.000
hCoV_19Finland13M792020_EPI_ISL_418398_2020_03_13,1.000
hCoV_19Finland14M202020_EPI_ISL_418405_2020_03_14,1.000
hCoV_19Finland14M822020_EPI_ISL_418411_2020_03_14,1.000
hCoV_19FinlandFIN010320202020_EPI_ISL_413605_2020_03_01,1.000
hCoV_19FinlandFIN03032020B2020_EPI_ISL_413603_2020_03_03,1.000
hCoV_19Foshan20SF2072020_EPI_ISL_406534_2020_01_22,1.000
hCoV_19Foshan20SF2102020_EPI_ISL_406535_2020_01_22,1.000
hCoV_19Foshan20SF2112020_EPI_ISL_406536_2020_01_22,1.000
hCoV_19FranceB23342020_EPI_ISL_416503_2020_03_01,1.000
hCoV_19FranceGE15832020_EPI_ISL_414600_2020_02_26,1.000
hCoV_19FranceGE15832020_EPI_ISL_414623_2020_02_25,1.000
hCoV_19FranceIDF05152020_EPI_ISL_408430_2020_01_29,1.000
hCoV_19FranceIDF0515_isl2020_EPI_ISL_410984_2020_01_29,1.000
hCoV_19FranceIDF05712020_EPI_ISL_411218_2020_02_02,1.000
hCoV_19FranceIDF06262020_EPI_ISL_408431_2020_01_29,1.000
hCoV_19FranceLyon_065732020_EPI_ISL_417335_2020_03_06,1.000
hCoV_19FranceRA7392020_EPI_ISL_410486_2020_02_08,1.000
hCoV_19Fujian132020_EPI_ISL_411066_2020_01_22,1.000
hCoV_19Fujian82020_EPI_ISL_411060_2020_01_21,1.000
hCoV_19GeorgiaTb_3902020_EPI_ISL_416477_2020_03_08,1.000
hCoV_19GeorgiaTb_4682020_EPI_ISL_415643_2020_03_10,1.000
hCoV_19GeorgiaTb_542020_EPI_ISL_415641_2020_02_27,1.000
hCoV_19GeorgiaTb_822020_EPI_ISL_415644_2020_02_28,1.000
hCoV_19GermanyBavPat22020_EPI_ISL_414520_2020_03_02,1.000
hCoV_19GermanyNRW_02_12020_EPI_ISL_414497_2020_02_25,1.000
hCoV_19GermanyNRW_062020_EPI_ISL_414505_2020_02_27,1.000
hCoV_19GermanyNRW_092020_EPI_ISL_414509_2020_02_28,1.000
hCoV_19Guangdong2020XN4243_P00352020_EPI_ISL_413853_2020_01_30,1.000
hCoV_19Guangdong2020XN4273_P00362020_EPI_ISL_413860_2020_01_30,1.000
hCoV_19Guangdong2020XN4448_P00022020_EPI_ISL_413857_2020_01_31,1.000
hCoV_19Guangdong2020XN4459_P00412020_EPI_ISL_413858_2020_01_30,1.000
hCoV_19Guangdong2020XN4475_P00422020_EPI_ISL_413854_2020_01_30,1.000
hCoV_19Guangdong20SF0142020_EPI_ISL_403934_2020_01_15,1.000
hCoV_19Guangdong20SF0252020_EPI_ISL_403935_2020_01_15,1.000
hCoV_19Guangdong20SF2012020_EPI_ISL_406538_2020_01_23,1.000
hCoV_19GuangdongGD2020080_P00102020_EPI_ISL_413861_2020_02_01,1.000
hCoV_19GuangdongGD2020233_P00272020_EPI_ISL_413856_2020_02_07,1.000
hCoV_19GuangdongGD2020234_P00232020_EPI_ISL_413855_2020_02_07,1.000
hCoV_19GuangdongGD2020246_P00282020_EPI_ISL_413864_2020_02_09,1.000
hCoV_19GuangdongGDSZ202015_P00192020_EPI_ISL_413867_2020_02_05,1.000
hCoV_19Guangzhou20SF2062020_EPI_ISL_406533_2020_01_22,1.000
hCoV_19GuangzhouGZMU00142020_EPI_ISL_414692_2020_02_25,1.000
hCoV_19GuangzhouGZMU00162020_EPI_ISL_414663_2020_02_25,1.000
hCoV_19GuangzhouGZMU00422020_EPI_ISL_414688_2020_02_25,1.000
hCoV_19GuangzhouGZMU00442020_EPI_ISL_414689_2020_02_25,1.000
hCoV_19GuangzhouGZMU00472020_EPI_ISL_414690_2020_02_25,1.000
hCoV_19GuangzhouGZMU00482020_EPI_ISL_414691_2020_02_25,1.000
hCoV_19HangzhouHZ492020_EPI_ISL_418442_2020_01_21,1.000
hCoV_19HangzhouHZ622020_EPI_ISL_418503_2020_01_22,1.000
hCoV_19HangzhouHZCDC00012020_EPI_ISL_407313_2020_01_19,1.000
hCoV_19HangzhouHZ_12020_EPI_ISL_406970_2020_01_20,1.000
hCoV_19HangzhouZJU_022020_EPI_ISL_416042_2020_01_26,1.000
hCoV_19HangzhouZJU_032020_EPI_ISL_416044_2020_01_25,1.000
hCoV_19HangzhouZJU_042020_EPI_ISL_416046_2020_01_24,1.000
hCoV_19HangzhouZJU_052020_EPI_ISL_415711_2020_01_22,1.000
hCoV_19HangzhouZJU_062020_EPI_ISL_416047_2020_02_02,1.000
hCoV_19HangzhouZJU_072020_EPI_ISL_416425_2020_02_03,1.000
hCoV_19HangzhouZJU_082020_EPI_ISL_416473_2020_01_26,1.000
hCoV_19Hefei22020_EPI_ISL_412026_2020_02_23,1.000
hCoV_19Iceland1152020_EPI_ISL_417540_2020_03_17,1.000
hCoV_19Iceland1162020_EPI_ISL_417541_2020_03_17,1.000
hCoV_19Iceland1192020_EPI_ISL_417544_2020_03_17,1.000
hCoV_19Iceland1312020_EPI_ISL_417771_2020_03_12,1.000
hCoV_19Iceland1352020_EPI_ISL_417696_2020_03_12,1.000
hCoV_19Iceland1362020_EPI_ISL_417789_2020_03_12,1.000
hCoV_19Iceland1382020_EPI_ISL_417720_2020_03_12,1.000
hCoV_19Iceland1402020_EPI_ISL_417791_2020_03_12,1.000
hCoV_19Iceland1422020_EPI_ISL_417793_2020_03_13,1.000
hCoV_19Iceland1512020_EPI_ISL_417801_2020_03_13,1.000
hCoV_19Iceland1602020_EPI_ISL_417689_2020_03_13,1.000
hCoV_19Iceland1662020_EPI_ISL_417759_2020_03_13,1.000
hCoV_19Iceland1702020_EPI_ISL_417548_2020_03_17,1.000
hCoV_19Iceland1742020_EPI_ISL_417716_2020_03_16,1.000
hCoV_19Iceland1952020_EPI_ISL_417717_2020_03_16,1.000
hCoV_19Iceland2032020_EPI_ISL_417825_2020_03_16,1.000
hCoV_19Iceland2202020_EPI_ISL_417553_2020_03_16,1.000
hCoV_19Iceland2252020_EPI_ISL_417554_2020_03_16,1.000
hCoV_19Iceland2292020_EPI_ISL_417557_2020_03_17,1.000
hCoV_19Iceland2302020_EPI_ISL_417558_2020_03_17,1.000
hCoV_19Iceland2402020_EPI_ISL_417568_2020_03_17,1.000
hCoV_19Iceland2462020_EPI_ISL_417574_2020_03_17,1.000
hCoV_19Iceland2482020_EPI_ISL_417576_2020_03_17,1.000
hCoV_19Iceland2492020_EPI_ISL_417577_2020_03_17,1.000
hCoV_19Iceland2522020_EPI_ISL_417580_2020_03_17,1.000
hCoV_19Iceland2562020_EPI_ISL_417584_2020_03_17,1.000
hCoV_19Iceland2592020_EPI_ISL_417587_2020_03_17,1.000
hCoV_19Iceland2622020_EPI_ISL_417590_2020_03_18,1.000
hCoV_19Iceland2632020_EPI_ISL_417591_2020_03_17,1.000
hCoV_19Iceland2732020_EPI_ISL_417601_2020_03_17,1.000
hCoV_19Iceland2752020_EPI_ISL_417603_2020_03_17,1.000
hCoV_19Iceland2762020_EPI_ISL_417604_2020_03_17,1.000
hCoV_19Iceland2772020_EPI_ISL_417605_2020_03_17,1.000
hCoV_19Iceland2792020_EPI_ISL_417607_2020_03_17,1.000
hCoV_19Iceland2832020_EPI_ISL_417611_2020_03_17,1.000
hCoV_19Iceland2872020_EPI_ISL_417615_2020_03_18,1.000
hCoV_19Iceland2882020_EPI_ISL_417616_2020_03_18,1.000
hCoV_19Iceland292020_EPI_ISL_417618_2020_03_16,1.000
hCoV_19Iceland2922020_EPI_ISL_417621_2020_03_18,1.000
hCoV_19Iceland2982020_EPI_ISL_417627_2020_03_18,1.000
hCoV_19Iceland2992020_EPI_ISL_417628_2020_03_18,1.000
hCoV_19Iceland3242020_EPI_ISL_417653_2020_03_18,1.000
hCoV_19Iceland3262020_EPI_ISL_417655_2020_03_14,1.000
hCoV_19Iceland3302020_EPI_ISL_417659_2020_03_14,1.000
hCoV_19Iceland3372020_EPI_ISL_417666_2020_03_15,1.000
hCoV_19Iceland3382020_EPI_ISL_417667_2020_03_15,1.000
hCoV_19Iceland3392020_EPI_ISL_417668_2020_03_15,1.000
hCoV_19Iceland382020_EPI_ISL_417672_2020_03_16,1.000
hCoV_19Iceland92020_EPI_ISL_417871_2020_03_11,1.000
hCoV_19Iceland942020_EPI_ISL_417732_2020_03_10,1.000
hCoV_19Ireland229012020_EPI_ISL_418582_2020_03_10,1.000
hCoV_19Ireland240422020_EPI_ISL_418583_2020_03_10,1.000
hCoV_19IrelandCOR_201342020_EPI_ISL_414487_2020_03_04,1.000
hCoV_19ItalyINMI1_cs2020_EPI_ISL_410546_2020_01_31,1.000
hCoV_19ItalyINMI1_isl2020_EPI_ISL_410545_2020_01_29,1.000
hCoV_19ItalySPL12020_EPI_ISL_412974_2020_01_29,1.000
hCoV_19JapanAI_I_0042020_EPI_ISL_407084_2020_01_25,1.000
hCoV_19JapanDP00052020_EPI_ISL_416565_2020_02_15,1.000
hCoV_19JapanDP00272020_EPI_ISL_416566_2020_02_15,1.000
hCoV_19JapanDP00372020_EPI_ISL_416567_2020_02_15,1.000
hCoV_19JapanDP00582020_EPI_ISL_416568_2020_02_15,1.000
hCoV_19JapanDP00592020_EPI_ISL_416569_2020_02_15,1.000
hCoV_19JapanDP00772020_EPI_ISL_416571_2020_02_15,1.000
hCoV_19JapanDP01072020_EPI_ISL_416574_2020_02_15,1.000
hCoV_19JapanDP01522020_EPI_ISL_416578_2020_02_15,1.000
hCoV_19JapanDP01902020_EPI_ISL_416581_2020_02_15,1.000
hCoV_19JapanDP01912020_EPI_ISL_416582_2020_02_15,1.000
hCoV_19JapanDP01962020_EPI_ISL_416583_2020_02_15,1.000
hCoV_19JapanDP02002020_EPI_ISL_416584_2020_02_15,1.000
hCoV_19JapanDP02362020_EPI_ISL_416585_2020_02_16,1.000
hCoV_19JapanDP02782020_EPI_ISL_416587_2020_02_16,1.000
hCoV_19JapanDP02862020_EPI_ISL_416588_2020_02_16,1.000
hCoV_19JapanDP02902020_EPI_ISL_416591_2020_02_16,1.000
hCoV_19JapanDP02942020_EPI_ISL_416592_2020_02_16,1.000
hCoV_19JapanDP03112020_EPI_ISL_416593_2020_02_16,1.000
hCoV_19JapanDP03442020_EPI_ISL_416596_2020_02_16,1.000
hCoV_19JapanDP03462020_EPI_ISL_416597_2020_02_16,1.000
hCoV_19JapanDP03572020_EPI_ISL_416598_2020_02_16,1.000
hCoV_19JapanDP03612020_EPI_ISL_416599_2020_02_16,1.000
hCoV_19JapanDP04642020_EPI_ISL_416603_2020_02_16,1.000
hCoV_19JapanDP04812020_EPI_ISL_416605_2020_02_16,1.000
hCoV_19JapanDP04822020_EPI_ISL_416606_2020_02_16,1.000
hCoV_19JapanDP05432020_EPI_ISL_416607_2020_02_17,1.000
hCoV_19JapanDP05442020_EPI_ISL_416608_2020_02_17,1.000
hCoV_19JapanDP05682020_EPI_ISL_416609_2020_02_17,1.000
hCoV_19JapanDP05882020_EPI_ISL_416610_2020_02_17,1.000
hCoV_19JapanDP06442020_EPI_ISL_416611_2020_02_17,1.000
hCoV_19JapanDP06452020_EPI_ISL_416612_2020_02_17,1.000
hCoV_19JapanDP06872020_EPI_ISL_416614_2020_02_17,1.000
hCoV_19JapanDP06992020_EPI_ISL_416617_2020_02_17,1.000
hCoV_19JapanDP07032020_EPI_ISL_416619_2020_02_17,1.000
hCoV_19JapanDP07242020_EPI_ISL_416620_2020_02_17,1.000
hCoV_19JapanDP07432020_EPI_ISL_416621_2020_02_17,1.000
hCoV_19JapanDP07522020_EPI_ISL_416622_2020_02_17,1.000
hCoV_19JapanDP07642020_EPI_ISL_416624_2020_02_17,1.000
hCoV_19JapanDP07652020_EPI_ISL_416625_2020_02_17,1.000
hCoV_19JapanDP07862020_EPI_ISL_416628_2020_02_17,1.000
hCoV_19JapanDP08022020_EPI_ISL_416629_2020_02_17,1.000
hCoV_19JapanDP08032020_EPI_ISL_416630_2020_02_17,1.000
hCoV_19JapanDP08042020_EPI_ISL_416631_2020_02_17,1.000
hCoV_19JapanDP08272020_EPI_ISL_416632_2020_02_17,1.000
hCoV_19JapanDP08802020_EPI_ISL_416633_2020_02_17,1.000
hCoV_19JapanHu_DP_Kng_19_0202020_EPI_ISL_412968_2020_02_10,1.000
hCoV_19JapanHu_DP_Kng_19_0272020_EPI_ISL_412969_2020_02_10,1.000
hCoV_19JapanKY_V_0292020_EPI_ISL_408669_2020_01_29,1.000
hCoV_19JapanOS_20_07_12020_EPI_ISL_410532_2020_01_23,1.000
hCoV_19JapanTKYE61822020_EPI_ISL_414511_2020_01,1.000
hCoV_19JapanTK_20_31_32020_EPI_ISL_413459_2020_02_20,1.000
hCoV_19JapanTY_WK_0122020_EPI_ISL_408665_2020_01_29,1.000
hCoV_19JapanTY_WK_5012020_EPI_ISL_408666_2020_01_31,1.000
hCoV_19JapanTY_WK_5212020_EPI_ISL_408667_2020_01_31,1.000
hCoV_19JiangsuIVDC_JS_0012020_EPI_ISL_408488_2020_01_19,1.000
hCoV_19JiangsuJS012020_EPI_ISL_411950_2020_01_23,1.000
hCoV_19JiangsuJS032020_EPI_ISL_411953_2020_01_24,1.000
hCoV_19JiangxiIVDC_JX_0022020_EPI_ISL_408486_2020_01_11,1.000
hCoV_19JingzhouHBCDC_HB_012020_EPI_ISL_412459_2020_01_08,1.000
hCoV_19KuwaitKU092020_EPI_ISL_416541_2020_03_02,1.000
hCoV_19KuwaitKU122020_EPI_ISL_416458_2020_03_02,1.000
hCoV_19KuwaitKU172020_EPI_ISL_416542_2020_03_02,1.000
hCoV_19KuwaitKU182020_EPI_ISL_416543_2020_03_02,1.000
hCoV_19LuxembourgLNS36940032020_EPI_ISL_417528_2020_03_18,1.000
hCoV_19Malaysia1884072020_EPI_ISL_417918_2020_03_18,1.000
hCoV_19Malaysia1893322020_EPI_ISL_417917_2020_03_20,1.000
hCoV_19MalaysiaMKAK_CL_2020_50452020_EPI_ISL_416829_2020_02_20,1.000
hCoV_19MalaysiaMKAK_CL_2020_50472020_EPI_ISL_416866_2020_02_20,1.000
hCoV_19MalaysiaMKAK_CL_2020_50962020_EPI_ISL_416885_2020_02_20,1.000
hCoV_19MalaysiaMKAK_CL_2020_64302020_EPI_ISL_416886_2020_02_20,1.000
hCoV_19MalaysiaMKAK_CL_2020_75542020_EPI_ISL_416907_2020_02_20,1.000
hCoV_19NanChangJX2162020_EPI_ISL_417420_2020_03_21,1.000
hCoV_19Nepal612020_EPI_ISL_410301_2020_01_13,1.000
hCoV_19NetherlandsAndel_13650662020_EPI_ISL_413564_2020_03_01,1.000
hCoV_19NetherlandsGelderland_12020_EPI_ISL_415461_2020_03_10,1.000
hCoV_19NetherlandsHardinxveld_Giessendam_13648062020_EPI_ISL_413573_2020_03_02,1.000
hCoV_19NetherlandsLimburg_72020_EPI_ISL_415464_2020,1.000
hCoV_19NetherlandsLoon_op_zand_13635122020_EPI_ISL_413576_2020_02_29,1.000
hCoV_19NetherlandsNA_142020_EPI_ISL_415470_2020_03_10,1.000
hCoV_19NetherlandsNA_212020_EPI_ISL_415478_2020_03_08,1.000
hCoV_19NetherlandsNA_222020_EPI_ISL_415479_2020_03_08,1.000
hCoV_19NetherlandsNA_272020_EPI_ISL_415484_2020_03_13,1.000
hCoV_19NetherlandsNA_292020_EPI_ISL_415486_2020_03_13,1.000
hCoV_19NetherlandsNA_342020_EPI_ISL_415491_2020_03_07,1.000
hCoV_19NetherlandsNA_352020_EPI_ISL_415492_2020_03_10,1.000
hCoV_19NetherlandsNA_42020_EPI_ISL_415493_2020,1.000
hCoV_19NetherlandsNA_52020_EPI_ISL_415494_2020,1.000
hCoV_19NetherlandsNA_62020_EPI_ISL_415495_2020_03_10,1.000
hCoV_19NetherlandsNieuwendijk_13635822020_EPI_ISL_413578_2020_03_01,1.000
hCoV_19NetherlandsNoordBrabant_102020_EPI_ISL_414431_2020_03_02,1.000
hCoV_19NetherlandsNoordBrabant_112020_EPI_ISL_414432_2020_03_02,1.000
hCoV_19NetherlandsNoordBrabant_122020_EPI_ISL_414452_2020_03_06,1.000
hCoV_19NetherlandsNoordBrabant_182020_EPI_ISL_414458_2020_03_05,1.000
hCoV_19NetherlandsNoordBrabant_222020_EPI_ISL_414531_2020_03_04,1.000
hCoV_19NetherlandsNoordBrabant_232020_EPI_ISL_414532_2020_03_05,1.000
hCoV_19NetherlandsNoordBrabant_242020_EPI_ISL_414533_2020_03_06,1.000
hCoV_19NetherlandsNoordBrabant_252020_EPI_ISL_414534_2020_03_06,1.000
hCoV_19NetherlandsNoordBrabant_272020_EPI_ISL_414536_2020_03_08,1.000
hCoV_19NetherlandsNoordBrabant_282020_EPI_ISL_414537_2020_03_08,1.000
hCoV_19NetherlandsNoordBrabant_302020_EPI_ISL_414539_2020_03_08,1.000
hCoV_19NetherlandsNoordBrabant_312020_EPI_ISL_414540_2020_03_08,1.000
hCoV_19NetherlandsNoordBrabant_322020_EPI_ISL_414541_2020_03_08,1.000
hCoV_19NetherlandsNoordBrabant_332020_EPI_ISL_414542_2020_03,1.000
hCoV_19NetherlandsNoordBrabant_342020_EPI_ISL_414543_2020_03,1.000
hCoV_19NetherlandsNoordBrabant_352020_EPI_ISL_414544_2020_03_09,1.000
hCoV_19NetherlandsNoordBrabant_422020_EPI_ISL_415500_2020_03_10,1.000
hCoV_19NetherlandsNoordBrabant_482020_EPI_ISL_415505_2020_03_11,1.000
hCoV_19NetherlandsNoordBrabant_492020_EPI_ISL_415506_2020_03_11,1.000
hCoV_19NetherlandsNoordBrabant_52020_EPI_ISL_414430_2020_03_05,1.000
hCoV_19NetherlandsNoordBrabant_532020_EPI_ISL_415509_2020,1.000
hCoV_19NetherlandsNoordBrabant_542020_EPI_ISL_415510_2020_03_09,1.000
hCoV_19NetherlandsNoordBrabant_562020_EPI_ISL_415512_2020_03_09,1.000
hCoV_19NetherlandsNoordBrabant_602020_EPI_ISL_415516_2020_03_11,1.000
hCoV_19NetherlandsNoordBrabant_612020_EPI_ISL_415517_2020,1.000
hCoV_19NetherlandsNoordBrabant_62020_EPI_ISL_414451_2020_03_06,1.000
hCoV_19NetherlandsNoordBrabant_652020_EPI_ISL_415521_2020,1.000
hCoV_19NetherlandsNoordBrabant_662020_EPI_ISL_415522_2020,1.000
hCoV_19NetherlandsNoordBrabant_682020_EPI_ISL_415524_2020_03_12,1.000
hCoV_19NetherlandsOisterwijk_13640722020_EPI_ISL_413580_2020_03_02,1.000
hCoV_19NetherlandsOss_13635002020_EPI_ISL_413581_2020_02_29,1.000
hCoV_19NetherlandsRotterdam_13637902020_EPI_ISL_413582_2020_03_01,1.000
hCoV_19NetherlandsRotterdam_13640402020_EPI_ISL_413583_2020_03_02,1.000
hCoV_19NetherlandsTilburg_13633542020_EPI_ISL_413586_2020_02_27,1.000
hCoV_19NetherlandsUtrecht_122020_EPI_ISL_414462_2020_03_04,1.000
hCoV_19NetherlandsUtrecht_122020_EPI_ISL_414551_2020_03_07,1.000
hCoV_19NetherlandsUtrecht_162020_EPI_ISL_414555_2020_03_08,1.000
hCoV_19NetherlandsUtrecht_182020_EPI_ISL_415527_2020_03_12,1.000
hCoV_19NetherlandsUtrecht_192020_EPI_ISL_415528_2020_03_12,1.000
hCoV_19NetherlandsZuidHolland_162020_EPI_ISL_414558_2020_03_06,1.000
hCoV_19NetherlandsZuidHolland_212020_EPI_ISL_414563_2020_03_03,1.000
hCoV_19NetherlandsZuidHolland_82020_EPI_ISL_414468_2020_03_06,1.000
hCoV_19NewZealandCoV0012020_EPI_ISL_417211_2020_03_11,1.000
hCoV_19NewZealandCoV0022020_EPI_ISL_417212_2020_03_11,1.000
hCoV_19Nonthaburi612020_EPI_ISL_403962_2020_01_08,1.000
hCoV_19Nonthaburi742020_EPI_ISL_403963_2020_01_13,1.000
hCoV_19Norway13792020_EPI_ISL_417483_2020_02_27,1.000
hCoV_19Norway13802020_EPI_ISL_417484_2020_02_26,1.000
hCoV_19Norway14932020_EPI_ISL_417488_2020_02_29,1.000
hCoV_19Norway15382020_EPI_ISL_417486_2020_03_01,1.000
hCoV_19Norway15392020_EPI_ISL_417487_2020_03_01,1.000
hCoV_19PakistanGilgit12020_EPI_ISL_417444_2020_03_04,1.000
hCoV_19PolandPL_P12020_EPI_ISL_416488_2020_03_03,1.000
hCoV_19PortugalPT00152020_EPI_ISL_418000_2020_03_10,1.000
hCoV_19PortugalPT00202020_EPI_ISL_418005_2020_03_12,1.000
hCoV_19PortugalPT00402020_EPI_ISL_418025_2020_03_17,1.000
hCoV_19PortugalPT00412020_EPI_ISL_418026_2020_03_17,1.000
hCoV_19PortugalPT00422020_EPI_ISL_418027_2020_03_17,1.000
hCoV_19ScotlandCVR072020_EPI_ISL_415630_2020_03_09,1.000
hCoV_19ScotlandCVR102020_EPI_ISL_415631_2020_03_10,1.000
hCoV_19ShandongIVDC_SD_0012020_EPI_ISL_408482_2020_01_19,1.000
hCoV_19ShandongLY0032020_EPI_ISL_414936_2020_01_23,1.000
hCoV_19ShandongLY0042020_EPI_ISL_414937_2020_01_26,1.000
hCoV_19ShandongLY0052020_EPI_ISL_414938_2020_01_24,1.000
hCoV_19ShandongLY0062020_EPI_ISL_414939_2020_01_25,1.000
hCoV_19ShandongLY0072020_EPI_ISL_414940_2020_01_25,1.000
hCoV_19ShandongLY0082020_EPI_ISL_414941_2020_01_30,1.000
hCoV_19ShanghaiSH00022020_EPI_ISL_416316_2020_01_25,1.000
hCoV_19ShanghaiSH00032020_EPI_ISL_416317_2020_01_25,1.000
hCoV_19ShanghaiSH00042020_EPI_ISL_416318_2020_01_28,1.000
hCoV_19ShanghaiSH00052020_EPI_ISL_416319_2020_01_28,1.000
hCoV_19ShanghaiSH00092020_EPI_ISL_416322_2020_01_29,1.000
hCoV_19ShanghaiSH00112020_EPI_ISL_416324_2020_01_29,1.000
hCoV_19ShanghaiSH00122020_EPI_ISL_416325_2020_02_02,1.000
hCoV_19ShanghaiSH00132020_EPI_ISL_416326_2020_01_30,1.000
hCoV_19ShanghaiSH00212020_EPI_ISL_416330_2020_02_02,1.000
hCoV_19ShanghaiSH00222020_EPI_ISL_416331_2020_01_30,1.000
hCoV_19ShanghaiSH00242020_EPI_ISL_416333_2020_01_30,1.000
hCoV_19ShanghaiSH00262020_EPI_ISL_416335_2020_02_02,1.000
hCoV_19ShanghaiSH00272020_EPI_ISL_416336_2020_02_01,1.000
hCoV_19ShanghaiSH00282020_EPI_ISL_416337_2020_02_04,1.000
hCoV_19ShanghaiSH00292020_EPI_ISL_416338_2020_02_01,1.000
hCoV_19ShanghaiSH00302020_EPI_ISL_416339_2020_02_03,1.000
